"id","account_type","actions","device_id","duration","end_date","end_date_when_not_saved","installer_package","ip","ip_address","os_version","referrer","screen_views","start_date","user_agent","version"
"kL21qQnpCs9hNmr","hotel","","6864572312.1668906081515","11","2022-12-04T10:21:48.718Z","","com.android.vending","92.184.108.166","","11","","","2022-12-04T10:21:37.916Z","""Mozilla/5.0 (Linux; Android 11; Nokia 6.2 Build/RKQ1.210607.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/107.0.5304.141 Mobile Safari/537.36""","1.0.13"
"PjKV5xR45x072Tl","hotel","","5752083506.1668813242600","9","2022-11-24T08:49:05.589Z","","appstore","80.9.240.131","","15.3.1","","","2022-11-24T08:48:56.843Z","""Mozilla/5.0 (iPhone; CPU iPhone OS 15_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148""","1.0.10"
"kRPFw6jVFxZrq1U","hotel","","6864572312.1668906081515","1","2022-12-04T14:14:07.701Z","","com.android.vending","80.9.240.131","","11","","","2022-12-04T14:14:06.551Z","""Mozilla/5.0 (Linux; Android 11; Nokia 6.2 Build/RKQ1.210607.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/107.0.5304.141 Mobile Safari/537.36""","1.0.13"
"5OMY3LzDEbYmMLM","","","5904789064.1679981429172","5","2023-03-28T05:32:57.803Z","","unknown","34.69.234.64","","9","","","2023-03-28T05:32:52.602Z","""Mozilla/5.0 (Linux; Android 9; GCE x86 phone Build/PGR1.190916.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/66.0.3359.158 Mobile Safari/537.36""","1.0.13"
"tU3e5NAkhwmCWzq","hotel","","6864572312.1668906081515","1","2023-01-16T07:53:05.956Z","","com.android.vending","92.184.97.123","","11","","","2023-01-16T07:53:04.893Z","""Mozilla/5.0 (Linux; Android 11; Nokia 6.2 Build/RKQ1.210607.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/108.0.5359.128 Mobile Safari/537.36""","1.0.13"
"PaqgbKGgOFjSrKl","","","7124844732.1678671274185","1","2023-03-13T01:39:23.415Z","","unknown","108.177.29.88","","12","","","2023-03-13T01:39:22.454Z","""Mozilla/5.0 (Linux; Android 12; Pixel 6 Build/SQ1D.220205.004; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/91.0.4472.114 Mobile Safari/537.36""","1.0.13"
"mxrL1Ohv9rnVlX8","hotel","","6864572312.1668906081515","1","2023-01-16T08:26:50.650Z","","com.android.vending","92.184.97.123","","11","","","2023-01-16T08:26:49.738Z","""Mozilla/5.0 (Linux; Android 11; Nokia 6.2 Build/RKQ1.210607.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/108.0.5359.128 Mobile Safari/537.36""","1.0.13"
"OFGAjQ4lNOtno28","","","9729819935.1679976091210","27","2023-03-28T04:06:06.845Z","","unknown","108.177.7.91","","12","","","2023-03-28T04:05:40.327Z","""Mozilla/5.0 (Linux; Android 12; Pixel 6 Build/SQ1D.220205.004; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/91.0.4472.114 Mobile Safari/537.36""","1.0.13"
"k1C1TNfKJZ0grpZ","hotel","","6864572312.1668906081515","45","2022-12-24T12:16:21.404Z","","com.android.vending","80.9.240.131","","11","","","2022-12-24T12:15:36.188Z","""Mozilla/5.0 (Linux; Android 11; Nokia 6.2 Build/RKQ1.210607.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/108.0.5359.128 Mobile Safari/537.36""","1.0.13"
"NDpb0eo9dAeYn58","","","4465346072.1676384921184","2","","","","86.249.148.170","","","https://github.com/","","2023-02-14T15:53:06.551Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36""","0.1.0"
"Ms8ghWXgwvpLjKO","","","2989799704.1678901106289","10","","","","185.42.176.69","","","https://entreprise.pole-emploi.fr/","","2023-03-15T17:25:06.630Z","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36""","0.1.0"
"XBDRCLsmpiI0ZBg","","","5353707074.1678239956565","2","2023-03-08T01:46:15.260Z","","unknown","70.32.128.240","","12","","","2023-03-08T01:46:12.788Z","""Mozilla/5.0 (Linux; Android 12; Pixel 6 Build/SQ1D.220205.004; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/91.0.4472.114 Mobile Safari/537.36""","1.0.13"
"XDeYc3o9CNbGlZh","","","1582214553.1676485612450","17","","","","51.158.97.210","","","","","2023-02-15T18:26:57.296Z","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4298.0 Safari/537.36""","0.1.0"
"Ofnp9fMMz5Tw0Pq","hotel","","6864572312.1668906081515","40","2023-01-25T14:56:50.608Z","","com.android.vending","92.184.116.43","","11","","[{""M"":{""duration"":{""N"":""9""},""screen_name"":{""S"":""post_editor""},""log_time"":{""S"":""Wed Jan 25 15:56:27 2023""}}},{""M"":{""duration"":{""N"":""3""},""screen_name"":{""S"":""post_editor""},""log_time"":{""S"":""Wed Jan 25 15:56:31 2023""}}},{""M"":{""duration"":{""N"":""3""},""screen_name"":{""S"":""post_editor""},""log_time"":{""S"":""Wed Jan 25 15:56:36 2023""}}}]","2023-01-25T14:56:11.083Z","""Mozilla/5.0 (Linux; Android 11; Nokia 6.2 Build/RKQ1.210607.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/108.0.5359.128 Mobile Safari/537.36""","1.0.13"
"8AyhOo8n1o00ZMd","hotel","","4UMwIlcDR","1021","","2022-11-18T00:19:43.263Z","appstore","80.9.240.131","192.168.1.12","15.3.1","","[{""M"":{""duration"":{""N"":""41""},""screen_name"":{""S"":""posts""},""log_time"":{""S"":""01:03:30""}}},{""M"":{""duration"":{""N"":""15""},""screen_name"":{""S"":""posts""},""log_time"":{""S"":""01:03:45""}}},{""M"":{""duration"":{""N"":""28""},""screen_name"":{""S"":""posts""},""log_time"":{""S"":""01:04:15""}}},{""M"":{""duration"":{""N"":""11""},""screen_name"":{""S"":""posts""},""log_time"":{""S"":""01:04:26""}}},{""M"":{""duration"":{""N"":""4""},""screen_name"":{""S"":""posts""},""log_time"":{""S"":""01:04:31""}}},{""M"":{""duration"":{""N"":""8""},""screen_name"":{""S"":""related_items""},""log_time"":{""S"":""01:04:42""}}},{""M"":{""duration"":{""N"":""22""},""screen_name"":{""S"":""account_info""},""log_time"":{""S"":""01:05:20""}}},{""M"":{""duration"":{""N"":""6""},""screen_name"":{""S"":""pdf_viewer""},""log_time"":{""S"":""01:06:15""}}},{""M"":{""duration"":{""N"":""5""},""screen_name"":{""S"":""pdf_viewer""},""log_time"":{""S"":""01:06:22""}}},{""M"":{""duration"":{""N"":""5""},""screen_name"":{""S"":""pdf_viewer""},""log_time"":{""S"":""01:06:28""}}},{""M"":{""duration"":{""N"":""2""},""screen_name"":{""S"":""pdf_viewer""},""log_time"":{""S"":""01:06:32""}}},{""M"":{""duration"":{""N"":""2""},""screen_name"":{""S"":""pdf_viewer""},""log_time"":{""S"":""01:06:35""}}},{""M"":{""duration"":{""N"":""2""},""screen_name"":{""S"":""pdf_viewer""},""log_time"":{""S"":""01:06:38""}}},{""M"":{""duration"":{""N"":""2""},""screen_name"":{""S"":""pdf_viewer""},""log_time"":{""S"":""01:06:41""}}},{""M"":{""duration"":{""N"":""8""},""screen_name"":{""S"":""pdf_viewer""},""log_time"":{""S"":""01:06:49""}}},{""M"":{""duration"":{""N"":""19""},""screen_name"":{""S"":""pdf_viewer""},""log_time"":{""S"":""01:07:09""}}},{""M"":{""duration"":{""N"":""274""},""screen_name"":{""S"":""profile""},""log_time"":{""S"":""01:07:19""}}},{""M"":{""duration"":{""N"":""24""},""screen_name"":{""S"":""analytics""},""log_time"":{""S"":""01:07:44""}}},{""M"":{""duration"":{""N"":""28""},""screen_name"":{""S"":""analytics""},""log_time"":{""S"":""01:08:15""}}},{""M"":{""duration"":{""N"":""22""},""screen_name"":{""S"":""posts""},""log_time"":{""S"":""01:08:47""}}},{""M"":{""duration"":{""N"":""6""},""screen_name"":{""S"":""related_items""},""log_time"":{""S"":""01:08:57""}}},{""M"":{""duration"":{""N"":""27""},""screen_name"":{""S"":""account_info""},""log_time"":{""S"":""01:09:33""}}},{""M"":{""duration"":{""N"":""4""},""screen_name"":{""S"":""posts""},""log_time"":{""S"":""01:10:06""}}},{""M"":{""duration"":{""N"":""5""},""screen_name"":{""S"":""posts""},""log_time"":{""S"":""01:10:12""}}},{""M"":{""duration"":{""N"":""4""},""screen_name"":{""S"":""posts""},""log_time"":{""S"":""01:10:19""}}},{""M"":{""duration"":{""N"":""124""},""screen_name"":{""S"":""profile""},""log_time"":{""S"":""01:10:21""}}},{""M"":{""duration"":{""N"":""1""},""screen_name"":{""S"":""settings""},""log_time"":{""S"":""01:10:26""}}},{""M"":{""duration"":{""N"":""3""},""screen_name"":{""S"":""qr""},""log_time"":{""S"":""01:10:30""}}},{""M"":{""duration"":{""N"":""46""},""screen_name"":{""S"":""profile""},""log_time"":{""S"":""01:11:16""}}},{""M"":{""duration"":{""N"":""2""},""screen_name"":{""S"":""scanner""},""log_time"":{""S"":""01:12:06""}}},{""M"":{""duration"":{""N"":""1""},""screen_name"":{""S"":""scanner""},""log_time"":{""S"":""01:12:16""}}},{""M"":{""duration"":{""N"":""11""},""screen_name"":{""S"":""posts""},""log_time"":{""S"":""01:15:29""}}},{""M"":{""duration"":{""N"":""16""},""screen_name"":{""S"":""profile""},""log_time"":{""S"":""01:15:30""}}},{""M"":{""duration"":{""N"":""2""},""screen_name"":{""S"":""profile""},""log_time"":{""S"":""01:15:39""}}},{""M"":{""duration"":{""N"":""1""},""screen_name"":{""S"":""scanner""},""log_time"":{""S"":""01:18:07""}}},{""M"":{""duration"":{""N"":""12""},""screen_name"":{""S"":""profile""},""log_time"":{""S"":""01:19:41""}}}]","2022-11-18T00:02:41.823Z","""Mozilla/5.0 (iPhone; CPU iPhone OS 15_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148""","1.0.9"
"yzsrX4sKvGLOnOw","","","2047358982.1667950602534","7","","","","92.184.124.75","","","","","2023-01-18T22:24:31.794Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36""","0.1.0"
"kuKriMZUAA9C32B","","","2047358982.1667950602534","9","","","","178.249.212.31","","","","","2023-01-01T21:43:21.794Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36""","0.1.0"
"TVpTWqaacqMpR0d","","","2047358982.1667950602534","50","","","","37.24.81.254","","","","","2023-02-07T19:42:55.625Z","""Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36""","0.1.0"
"S9R9BpuDlKL29Ej","hotel","","6864572312.1668906081515","148","2023-04-24T00:15:08.355Z","","com.android.vending","92.184.108.172","","11","","[{""M"":{""duration"":{""N"":""1""},""screen_name"":{""S"":""profile""},""log_time"":{""S"":""Mon Apr 24 02:12:50 2023""}}},{""M"":{""duration"":{""N"":""13""},""screen_name"":{""S"":""post_editor""},""log_time"":{""S"":""Mon Apr 24 02:13:17 2023""}}},{""M"":{""duration"":{""N"":""6""},""screen_name"":{""S"":""post_categories_sorter""},""log_time"":{""S"":""Mon Apr 24 02:13:25 2023""}}},{""M"":{""duration"":{""N"":""28""},""user_one"":{""BOOL"":true},""screen_name"":{""S"":""profile""},""log_time"":{""S"":""Mon Apr 24 02:13:27 2023""}}},{""M"":{""duration"":{""N"":""32""},""screen_name"":{""S"":""settings""},""log_time"":{""S"":""Mon Apr 24 02:14:01 2023""}}},{""M"":{""duration"":{""N"":""46""},""screen_name"":{""S"":""analytics""},""log_time"":{""S"":""Mon Apr 24 02:14:52 2023""}}}]","2023-04-24T00:12:40.307Z","""Mozilla/5.0 (Linux; Android 11; Nokia 6.2 Build/RKQ1.210607.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/112.0.5615.136 Mobile Safari/537.36""","1.0.13"
"B42BMQhbitCGr4m","hotel","","5752083506.1668813242600","76","2022-11-19T07:48:53.599Z","","appstore","80.9.240.131","","15.3.1","","[{""M"":{""duration"":{""N"":""1""},""screen_name"":{""S"":""settings""},""log_time"":{""S"":""08:47:45""}}},{""M"":{""duration"":{""N"":""1""},""screen_name"":{""S"":""settings""},""log_time"":{""S"":""08:47:48""}}},{""M"":{""duration"":{""N"":""6""},""screen_name"":{""S"":""settings""},""log_time"":{""S"":""08:47:57""}}},{""M"":{""duration"":{""N"":""16""},""screen_name"":{""S"":""settings""},""log_time"":{""S"":""08:48:17""}}},{""M"":{""duration"":{""N"":""1""},""screen_name"":{""S"":""settings""},""log_time"":{""S"":""08:48:24""}}},{""M"":{""duration"":{""N"":""1""},""screen_name"":{""S"":""settings""},""log_time"":{""S"":""08:48:29""}}},{""M"":{""duration"":{""N"":""1""},""screen_name"":{""S"":""settings""},""log_time"":{""S"":""08:48:31""}}},{""M"":{""duration"":{""N"":""1""},""screen_name"":{""S"":""settings""},""log_time"":{""S"":""08:48:34""}}},{""M"":{""duration"":{""N"":""1""},""screen_name"":{""S"":""settings""},""log_time"":{""S"":""08:48:39""}}}]","2022-11-19T07:47:37.838Z","""Mozilla/5.0 (iPhone; CPU iPhone OS 15_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148""","1.0.10"
"1l9XOIRvKKgjfAv","hotel","","6864572312.1668906081515","1","2023-03-01T13:01:03.884Z","","com.android.vending","92.184.110.21","","11","","","2023-03-01T13:01:02.681Z","""Mozilla/5.0 (Linux; Android 11; Nokia 6.2 Build/RKQ1.210607.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/110.0.5481.65 Mobile Safari/537.36""","1.0.13"
"Mt4EaAsupM7ZBRq","hotel","","6864572312.1668906081515","294","2023-01-11T01:32:41.692Z","","com.android.vending","185.234.71.120","","11","","","2023-01-11T01:27:47.833Z","""Mozilla/5.0 (Linux; Android 11; Nokia 6.2 Build/RKQ1.210607.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/108.0.5359.128 Mobile Safari/537.36""","1.0.13"
"zj7JPMqaUf88qhr","","","2047358982.1667950602534","6","","","","92.184.124.75","","","","","2023-01-18T22:25:33.160Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36""","0.1.0"
"IZ0ft0b8pSfRToy","","","2047358982.1667950602534","10","","","","178.249.212.31","","","","","2023-01-01T21:42:53.091Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36""","0.1.0"
"8RacO7SJnmyyZkV","","","2047358982.1667950602534","19","","","","178.249.212.31","","","","","2023-01-01T21:43:02.832Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36""","0.1.0"
"2QbD5sTfyTwgNQC","","","4727897728.1681236204969","5","","","","62.182.99.241","","","","","2023-04-11T18:03:25.021Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36""","0.1.0"
"eyRcJ98czsn7Rpu","hotel","","UKJEA06Vl","181","","2022-11-16T01:41:44.300Z","com.android.vending","80.9.240.131","10.150.199.232","11","","[{""M"":{""duration"":{""N"":""26""},""screen_name"":{""S"":""analytics""},""log_time"":{""S"":""Wed Nov 16 02:39:14 2022""}}},{""M"":{""duration"":{""N"":""14""},""screen_name"":{""S"":""related_items""},""log_time"":{""S"":""Wed Nov 16 02:39:45 2022""}}},{""M"":{""duration"":{""N"":""31""},""screen_name"":{""S"":""profile""},""log_time"":{""S"":""Wed Nov 16 02:39:47 2022""}}},{""M"":{""duration"":{""N"":""23""},""screen_name"":{""S"":""qr""},""log_time"":{""S"":""Wed Nov 16 02:40:11 2022""}}},{""M"":{""duration"":{""N"":""3""},""screen_name"":{""S"":""scanner""},""log_time"":{""S"":""Wed Nov 16 02:40:21 2022""}}},{""M"":{""duration"":{""N"":""1""},""screen_name"":{""S"":""scanner""},""log_time"":{""S"":""Wed Nov 16 02:40:36 2022""}}}]","2022-11-16T01:38:43.316Z","""Mozilla/5.0 (Linux; Android 11; Nokia 6.2 Build/RKQ1.210607.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/103.0.5060.71 Mobile Safari/537.36""","1.0.12"
"S8JeS3b7d5VS49b","","","4727897728.1681236204969","111","","","","62.182.99.241","","","","","2023-04-11T18:03:40.280Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36""","0.1.0"
"0VchH6K62v5NH3V","hotel","","6864572312.1668906081515","14","2023-01-18T22:11:27.624Z","","com.android.vending","92.184.123.23","","11","","","2023-01-18T22:11:13.639Z","""Mozilla/5.0 (Linux; Android 11; Nokia 6.2 Build/RKQ1.210607.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/108.0.5359.128 Mobile Safari/537.36""","1.0.13"
"6WWYJ5NFYQ0JAWr","","","7120448831.1678688817227","1","2023-03-13T06:29:30.554Z","","unknown","35.203.128.13","","9","","","2023-03-13T06:29:29.306Z","""Mozilla/5.0 (Linux; Android 9; GCE x86 phone Build/PGR1.190916.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/66.0.3359.158 Mobile Safari/537.36""","1.0.13"
"JYpfr5BBatSFco2","","","2047358982.1667950602534","30","","","","37.24.81.254","","","","[{""M"":{""duration"":{""N"":""24""},""screen_name"":{""S"":""profile""},""log_time"":{""S"":""20:42:52""}}}]","2023-02-07T19:42:25.250Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36""","0.1.0"
"qwgqXlQJTuqf5u3","","","7553772758.1676937621494","1","","","","92.184.117.85","","","","","2023-02-21T00:02:21.721Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36""","0.1.0"
"kICTs3WTHgHYF92","hotel","","6864572312.1668906081515","44","2023-01-27T17:43:46.917Z","","com.android.vending","138.199.52.87","","11","","[{""M"":{""duration"":{""N"":""107""},""screen_name"":{""S"":""analytics""},""log_time"":{""S"":""Fri Jan 27 18:43:07 2023""}}},{""M"":{""duration"":{""N"":""2""},""screen_name"":{""S"":""analytics""},""log_time"":{""S"":""Fri Jan 27 18:43:11 2023""}}},{""M"":{""duration"":{""N"":""1""},""screen_name"":{""S"":""settings""},""log_time"":{""S"":""Fri Jan 27 18:43:17 2023""}}}]","2023-01-27T17:43:02.528Z","""Mozilla/5.0 (Linux; Android 11; Nokia 6.2 Build/RKQ1.210607.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/109.0.5414.85 Mobile Safari/537.36""","1.0.13"
"qLp27iKujS6iE33","hotel","","6864572312.1668906081515","54","2023-01-18T23:07:47.876Z","","com.android.vending","92.184.123.23","","11","","[{""M"":{""duration"":{""N"":""2835""},""screen_name"":{""S"":""posts""},""log_time"":{""S"":""Thu Jan 19 00:06:56 2023""}}},{""M"":{""duration"":{""N"":""11""},""screen_name"":{""S"":""posts""},""log_time"":{""S"":""Thu Jan 19 00:07:15 2023""}}},{""M"":{""duration"":{""N"":""2967""},""user_one"":{""BOOL"":true},""screen_name"":{""S"":""profile""},""log_time"":{""S"":""Thu Jan 19 00:07:30 2023""}}}]","2023-01-18T23:06:54.238Z","""Mozilla/5.0 (Linux; Android 11; Nokia 6.2 Build/RKQ1.210607.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/108.0.5359.128 Mobile Safari/537.36""","1.0.13"
"xKWKvkvrGMLVHVD","hotel","","6864572312.1668906081515","48","2022-11-26T09:52:23.865Z","","com.android.vending","92.184.98.218","","11","","[{""M"":{""duration"":{""N"":""4""},""screen_name"":{""S"":""account_info""},""log_time"":{""S"":""Sat Nov 26 10:51:48 2022""}}},{""M"":{""duration"":{""N"":""9""},""screen_name"":{""S"":""profile""},""log_time"":{""S"":""Sat Nov 26 10:51:48 2022""}}},{""M"":{""duration"":{""N"":""14""},""screen_name"":{""S"":""account_info""},""log_time"":{""S"":""Sat Nov 26 10:52:09 2022""}}},{""M"":{""duration"":{""N"":""19""},""user_one"":{""BOOL"":true},""screen_name"":{""S"":""profile""},""log_time"":{""S"":""Sat Nov 26 10:52:10 2022""}}}]","2022-11-26T09:51:36.121Z","""Mozilla/5.0 (Linux; Android 11; Nokia 6.2 Build/RKQ1.210607.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/107.0.5304.105 Mobile Safari/537.36""","1.0.13"
"SEdTblaW4XyeU0X","hotel","","6864572312.1668906081515","36","2023-01-20T20:12:22.778Z","","com.android.vending","92.184.116.43","","11","","[{""M"":{""duration"":{""N"":""4""},""user_one"":{""BOOL"":true},""screen_name"":{""S"":""profile""},""log_time"":{""S"":""Fri Jan 20 21:11:55 2023""}}},{""M"":{""duration"":{""N"":""6""},""screen_name"":{""S"":""posts""},""log_time"":{""S"":""Fri Jan 20 21:12:08 2023""}}},{""M"":{""duration"":{""N"":""10""},""screen_name"":{""S"":""posts""},""log_time"":{""S"":""Fri Jan 20 21:12:21 2023""}}}]","2023-01-20T20:11:46.776Z","""Mozilla/5.0 (Linux; Android 11; Nokia 6.2 Build/RKQ1.210607.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/108.0.5359.128 Mobile Safari/537.36""","1.0.13"
"Ew5tX3X32bQhvAM","hotel","","6864572312.1668906081515","17","2023-01-16T07:52:24.285Z","","com.android.vending","92.184.97.123","","11","","","2023-01-16T07:52:07.536Z","""Mozilla/5.0 (Linux; Android 11; Nokia 6.2 Build/RKQ1.210607.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/108.0.5359.128 Mobile Safari/537.36""","1.0.13"
"g3YtTycdPbTESzL","","","5904789064.1679981429172","1","2023-03-28T05:33:17.256Z","","unknown","34.69.234.64","","9","","","2023-03-28T05:33:16.068Z","""Mozilla/5.0 (Linux; Android 9; GCE x86 phone Build/PGR1.190916.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/66.0.3359.158 Mobile Safari/537.36""","1.0.13"
"UXceBeOf4Y1sW85","hotel","","6864572312.1668906081515","1","2022-11-26T15:11:35.456Z","","com.android.vending","92.184.98.62","","11","","","2022-11-26T15:11:34.371Z","""Mozilla/5.0 (Linux; Android 11; Nokia 6.2 Build/RKQ1.210607.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/107.0.5304.105 Mobile Safari/537.36""","1.0.13"
"q8bs3we7Dx5oqnZ","hotel","","5752083506.1668813242600","10","2022-12-14T11:49:35.090Z","","appstore","80.9.240.131","","15.3.1","","","2022-12-14T11:49:24.594Z","""Mozilla/5.0 (iPhone; CPU iPhone OS 15_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148""","1.0.10"
"YVqeRseuP6uuTzl","","","4727897728.1681236204969","1888","","","","86.249.148.170","","","","[{""M"":{""duration"":{""N"":""9""},""screen_name"":{""S"":""account_info""},""log_time"":{""S"":""01:07:35""}}}]","2023-04-19T22:54:25.034Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36""","0.1.0"
"CIa8CTKpQWZ7spo","","","5830974889.1677669688226","110","","","","86.249.148.170","","","","[{""M"":{""duration"":{""N"":""16""},""screen_name"":{""S"":""profile""},""log_time"":{""S"":""12:21:49""}}},{""M"":{""duration"":{""N"":""3""},""screen_name"":{""S"":""related_items""},""log_time"":{""S"":""12:21:52""}}}]","2023-03-01T11:21:28.429Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36""","0.1.0"
"l1uEB5WiZFeQ1QV","hotel","","6864572312.1668906081515","21","2022-12-26T23:47:41.695Z","","com.android.vending","37.19.196.61","","11","","[{""M"":{""duration"":{""N"":""2""},""screen_name"":{""S"":""posts""},""log_time"":{""S"":""Tue Dec 27 00:47:37 2022""}}},{""M"":{""duration"":{""N"":""2""},""screen_name"":{""S"":""posts""},""log_time"":{""S"":""Tue Dec 27 00:47:40 2022""}}},{""M"":{""duration"":{""N"":""12""},""screen_name"":{""S"":""profile""},""log_time"":{""S"":""Tue Dec 27 00:47:40 2022""}}}]","2022-12-26T23:47:20.750Z","""Mozilla/5.0 (Linux; Android 11; Nokia 6.2 Build/RKQ1.210607.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/108.0.5359.128 Mobile Safari/537.36""","1.0.13"
"qmV51IGfbdrROTB","hotel","","6864572312.1668906081515","49","2023-01-29T00:32:31.525Z","","com.android.vending","45.15.176.239","","11","","[{""M"":{""duration"":{""N"":""29""},""screen_name"":{""S"":""related_items""},""log_time"":{""S"":""Sun Jan 29 01:31:53 2023""}}},{""M"":{""duration"":{""N"":""224""},""screen_name"":{""S"":""profile""},""log_time"":{""S"":""Sun Jan 29 01:32:01 2023""}}}]","2023-01-29T00:31:42.230Z","""Mozilla/5.0 (Linux; Android 11; Nokia 6.2 Build/RKQ1.210607.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/109.0.5414.85 Mobile Safari/537.36""","1.0.13"
"Pqz97vwfq4q14g3","","","9587136271.1680312476871","180","","","","86.249.148.170","","","","[{""M"":{""duration"":{""N"":""4""},""screen_name"":{""S"":""profile""},""log_time"":{""S"":""03:28:02""}}},{""M"":{""duration"":{""N"":""4""},""screen_name"":{""S"":""posts""},""log_time"":{""S"":""03:28:06""}}},{""M"":{""duration"":{""N"":""3""},""screen_name"":{""S"":""posts""},""log_time"":{""S"":""03:28:10""}}},{""M"":{""duration"":{""N"":""141""},""screen_name"":{""S"":""profile""},""log_time"":{""S"":""03:30:36""}}},{""M"":{""duration"":{""N"":""10""},""screen_name"":{""S"":""profile""},""log_time"":{""S"":""03:30:48""}}},{""M"":{""duration"":{""N"":""3""},""screen_name"":{""S"":""posts""},""log_time"":{""S"":""03:30:51""}}},{""M"":{""duration"":{""N"":""6""},""screen_name"":{""S"":""profile""},""log_time"":{""S"":""03:30:56""}}}]","2023-04-01T01:27:56.956Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36""","0.1.0"
