"account_id","post_id","category_id","comment_count","comments_disabled","created_date","description","description_localization","geohash","geolocation","link_url","name","saved_count","tagged"
"eu-west-1:0f4ad5be-9473-4a6f-863e-4428e918ce2d","MdkUsElue","fwcSmeWtC","0","false","2022-09-12T22:02:37.868Z","{}","","7zzz","{""zip"":{""S"":""""},""auto_generated"":{""BOOL"":true},""country"":{""S"":""Afrique du Sud""},""iso"":{""S"":""""},""city"":{""S"":""A""},""street"":{""S"":""A""},""latitude"":{""N"":""0""},""region"":{""S"":""""},""longitude"":{""N"":""0""}}","","23","0","[]"
"eu-west-1:0f4ad5be-9473-4a6f-863e-4428e918ce2d","Nwjch5ibt","fwcSmeWtC","0","false","2022-09-12T21:58:35.887Z","{}","","7zzz","{""zip"":{""S"":""""},""auto_generated"":{""BOOL"":true},""country"":{""S"":""Afrique du Sud""},""iso"":{""S"":""""},""city"":{""S"":""A""},""street"":{""S"":""A""},""latitude"":{""N"":""0""},""region"":{""S"":""""},""longitude"":{""N"":""0""}}","","14","0","[]"
"eu-west-1:0f4ad5be-9473-4a6f-863e-4428e918ce2d","PIrXOjAoO","fwcSmeWtC","0","false","2022-09-12T22:00:38.037Z","{}","","7zzz","{""zip"":{""S"":""""},""auto_generated"":{""BOOL"":true},""country"":{""S"":""Afrique du Sud""},""iso"":{""S"":""""},""city"":{""S"":""A""},""street"":{""S"":""A""},""latitude"":{""N"":""0""},""region"":{""S"":""""},""longitude"":{""N"":""0""}}","","19","0","[]"
"eu-west-1:0f4ad5be-9473-4a6f-863e-4428e918ce2d","SEilqQ22L","fwcSmeWtC","0","false","2022-09-12T22:04:13.156Z","{""en"":{""S"":""Hello, this is a test.""}}","{""fr"":{""S"":""Bonjour, c'est un test.""},""es"":{""S"":""Hola, esto es una prueba.""}}","7zzz","{""zip"":{""S"":""""},""auto_generated"":{""BOOL"":true},""country"":{""S"":""Afrique du Sud""},""iso"":{""S"":""""},""city"":{""S"":""A""},""street"":{""S"":""A""},""latitude"":{""N"":""0""},""region"":{""S"":""""},""longitude"":{""N"":""0""}}","","25","0","[]"
"eu-west-1:0f4ad5be-9473-4a6f-863e-4428e918ce2d","UcfQY9br6","fwcSmeWtC","0","false","2022-09-12T22:00:56.807Z","{}","","7zzz","{""zip"":{""S"":""""},""auto_generated"":{""BOOL"":true},""country"":{""S"":""Afrique du Sud""},""iso"":{""S"":""""},""city"":{""S"":""A""},""street"":{""S"":""A""},""latitude"":{""N"":""0""},""region"":{""S"":""""},""longitude"":{""N"":""0""}}","","20","0","[]"
"eu-west-1:0f4ad5be-9473-4a6f-863e-4428e918ce2d","VY64iBjbQ","fwcSmeWtC","0","false","2022-09-12T21:57:07.290Z","{}","","7zzz","{""zip"":{""S"":""""},""auto_generated"":{""BOOL"":true},""country"":{""S"":""Afrique du Sud""},""iso"":{""S"":""""},""city"":{""S"":""A""},""street"":{""S"":""A""},""latitude"":{""N"":""0""},""region"":{""S"":""""},""longitude"":{""N"":""0""}}","","11","0","[]"
"eu-west-1:0f4ad5be-9473-4a6f-863e-4428e918ce2d","b0lGd0aKP","fwcSmeWtC","0","false","2022-08-30T16:23:44.270Z","{}","","7zzz","{""zip"":{""S"":""""},""auto_generated"":{""BOOL"":true},""country"":{""S"":""Afrique du Sud""},""iso"":{""S"":""""},""city"":{""S"":""A""},""street"":{""S"":""A""},""latitude"":{""N"":""0""},""region"":{""S"":""""},""longitude"":{""N"":""0""}}","","2","0","[]"
"eu-west-1:0f4ad5be-9473-4a6f-863e-4428e918ce2d","bUFhXlkkP","fwcSmeWtC","0","false","2022-09-12T22:01:24.644Z","{}","","7zzz","{""zip"":{""S"":""""},""auto_generated"":{""BOOL"":true},""country"":{""S"":""Afrique du Sud""},""iso"":{""S"":""""},""city"":{""S"":""A""},""street"":{""S"":""A""},""latitude"":{""N"":""0""},""region"":{""S"":""""},""longitude"":{""N"":""0""}}","","21","0","[]"
"eu-west-1:0f4ad5be-9473-4a6f-863e-4428e918ce2d","jEZ0VaNNr","fwcSmeWtC","0","false","2022-09-12T21:59:25.119Z","{}","","7zzz","{""zip"":{""S"":""""},""auto_generated"":{""BOOL"":true},""country"":{""S"":""Afrique du Sud""},""iso"":{""S"":""""},""city"":{""S"":""A""},""street"":{""S"":""A""},""latitude"":{""N"":""0""},""region"":{""S"":""""},""longitude"":{""N"":""0""}}","","16","0","[]"
"eu-west-1:0f4ad5be-9473-4a6f-863e-4428e918ce2d","jiSA12MK0","fwcSmeWtC","0","false","2022-08-30T16:24:10.049Z","{}","","7zzz","{""zip"":{""S"":""""},""auto_generated"":{""BOOL"":true},""country"":{""S"":""Afrique du Sud""},""iso"":{""S"":""""},""city"":{""S"":""A""},""street"":{""S"":""A""},""latitude"":{""N"":""0""},""region"":{""S"":""""},""longitude"":{""N"":""0""}}","","4","0","[]"
"eu-west-1:0f4ad5be-9473-4a6f-863e-4428e918ce2d","lt5jyw02l","fwcSmeWtC","0","false","2022-09-12T22:03:39.909Z","{}","","7zzz","{""zip"":{""S"":""""},""auto_generated"":{""BOOL"":true},""country"":{""S"":""Afrique du Sud""},""iso"":{""S"":""""},""city"":{""S"":""A""},""street"":{""S"":""A""},""latitude"":{""N"":""0""},""region"":{""S"":""""},""longitude"":{""N"":""0""}}","","24","0","[]"
"eu-west-1:0f4ad5be-9473-4a6f-863e-4428e918ce2d","mHMpBH9sU","fwcSmeWtC","0","false","2022-09-12T21:57:37.710Z","{}","","7zzz","{""zip"":{""S"":""""},""auto_generated"":{""BOOL"":true},""country"":{""S"":""Afrique du Sud""},""iso"":{""S"":""""},""city"":{""S"":""A""},""street"":{""S"":""A""},""latitude"":{""N"":""0""},""region"":{""S"":""""},""longitude"":{""N"":""0""}}","","12","0","[]"
"eu-west-1:0f4ad5be-9473-4a6f-863e-4428e918ce2d","oeBzKpRpf","fwcSmeWtC","0","false","2022-08-30T16:23:30.624Z","{}","","7zzz","{""zip"":{""S"":""""},""auto_generated"":{""BOOL"":true},""country"":{""S"":""Afrique du Sud""},""iso"":{""S"":""""},""city"":{""S"":""A""},""street"":{""S"":""A""},""latitude"":{""N"":""0""},""region"":{""S"":""""},""longitude"":{""N"":""0""}}","","1","0","[]"
"eu-west-1:0f4ad5be-9473-4a6f-863e-4428e918ce2d","vEGkwlaFW","fwcSmeWtC","0","false","2022-09-12T21:56:34.796Z","{}","","7zzz","{""zip"":{""S"":""""},""auto_generated"":{""BOOL"":true},""country"":{""S"":""Afrique du Sud""},""iso"":{""S"":""""},""city"":{""S"":""A""},""street"":{""S"":""A""},""latitude"":{""N"":""0""},""region"":{""S"":""""},""longitude"":{""N"":""0""}}","","10","0","[]"
"eu-west-1:0f4ad5be-9473-4a6f-863e-4428e918ce2d","vdff2MWrv","fwcSmeWtC","0","false","2022-09-12T21:55:27.706Z","{}","","7zzz","{""zip"":{""S"":""""},""auto_generated"":{""BOOL"":true},""country"":{""S"":""Afrique du Sud""},""iso"":{""S"":""""},""city"":{""S"":""A""},""street"":{""S"":""A""},""latitude"":{""N"":""0""},""region"":{""S"":""""},""longitude"":{""N"":""0""}}","","8","0","[]"
"eu-west-1:992ccd8a-ac26-4a43-a67f-c1cc7d1c6034","6JW5rSICJ","Kpi6ITx1V","0","false","2022-06-22T08:21:03.657Z","{}","","u0k8","{""zip"":{""S"":""1003""},""country"":{""S"":""Suisse""},""iso"":{""S"":""CHE""},""city"":{""S"":""Lausanne""},""street"":{""S"":""Petit-chêne 34""},""latitude"":{""N"":""46.5183""},""region"":{""S"":""Vaud""},""longitude"":{""N"":""6.6299""}}","https://www.lamammarestaurant.ch/","La Mamma","0","[]"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","5wnvmgvG1","NHHkOqC1I","0","false","2022-06-11T12:23:17.227Z","{""en"":{""S"":""The tout-paris is an interesting restaurant to go to, mainly due to its art deco style.""}}","{}","u09t","{""zip"":{""S"":""75001""},""country"":{""S"":""France""},""iso"":{""S"":""FRA""},""city"":{""S"":""Paris""},""street"":{""S"":""8 Quai du Louvre""},""latitude"":{""S"":""48.8587""},""region"":{""S"":""île-de-France""},""longitude"":{""S"":""2.342""}}","https://www.letoutparis.fr","Tout-paris","0","[]"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","6HabB9l34","NHHkOqC1I","0","false","2022-06-11T12:25:21.494Z","{""en"":{""S"":""The brasserie d'Aumont is another great restaurant with a terrasse.""}}","","u09t","{""zip"":{""S"":""75001""},""country"":{""S"":""France""},""iso"":{""S"":""FRA""},""city"":{""S"":""Paris""},""street"":{""S"":""Hôtel de Crillon, 10 Pl. de la Concorde""},""latitude"":{""S"":""48.867""},""region"":{""S"":""île-de-France""},""longitude"":{""S"":""2.3209""}}","","Brasserie d'Aumont","0","[]"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","IMMWgaX4H","NHHkOqC1I","0","false","2022-06-11T12:26:29.295Z","{""en"":{""S"":""The café kitsune is a cute restaurant you can go with a nice terrasse.""}}","","u09t","{""zip"":{""S"":""75001""},""country"":{""S"":""France""},""iso"":{""S"":""FRA""},""city"":{""S"":""Paris""},""street"":{""S"":""51 Gal de Montpensier""},""latitude"":{""S"":""48.8655""},""region"":{""S"":""île-de-France""},""longitude"":{""S"":""2.3373""}}","https://maisonkitsune.com/mk/find-a-store/cafe-kitsune-palais-royal/","Café kitsune Paris","0","[]"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","Y8nlUBXMC","NHHkOqC1I","0","false","2022-06-11T12:27:00.079Z","{""en"":{""S"":""The monsieur bleu is a restaurant that we like for its view on the Effeil tower and the Seine.""}}","","u09t","{""zip"":{""S"":""75001""},""country"":{""S"":""France""},""iso"":{""S"":""FRA""},""city"":{""S"":""Paris""},""street"":{""S"":""Palais De Tokyo, 20 Av. de New York""},""latitude"":{""S"":""48.8634""},""region"":{""S"":""île-de-France""},""longitude"":{""S"":""2.2968""}}","https://monsieurbleu-restaurant.com","Monsieur bleu","0","[]"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","b453P5QWV","43kihBhcj","0","false","2022-06-11T12:57:39.707Z","","","u09w","{""zip"":{""S"":""75001""},""country"":{""S"":""France""},""iso"":{""S"":""FRA""},""city"":{""S"":""Paris""},""street"":{""S"":""42 Av. George V""},""latitude"":{""S"":""48.8704""},""region"":{""S"":""île-de-France""},""longitude"":{""S"":""2.3012""}}","https://www.hermes.com/fr/fr","Hermes","0","[]"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","ctRfKp5C2","43kihBhcj","0","false","2022-06-11T12:58:04.381Z","{""en"":{""S"":""The lego store is a great place to make kids have fun. This store has all types of lego sets, including hard to find ones.""}}","{}","u09t","{""zip"":{""S"":""75001""},""country"":{""S"":""France""},""iso"":{""S"":""FRA""},""city"":{""S"":""Paris""},""street"":{""S"":""1 Pass. de la Canopée""},""latitude"":{""S"":""48.8616""},""region"":{""S"":""île-de-France""},""longitude"":{""S"":""2.3478""}}","https://www.lego.com","Lego store","0","[]"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","iCXTzoSVI","asZsPztwZ","0","false","2022-06-11T12:28:10.443Z","{""en"":{""S"":""The Louvre is just at 500 meters from the hotel.""}}","{}","u09w","{""zip"":{""S"":""75008""},""auto_generated"":{""BOOL"":true},""country"":{""S"":""France""},""iso"":{""S"":""FRA""},""city"":{""S"":""Paris""},""street"":{""S"":""31 Avenue Georges V""},""latitude"":{""N"":""48.8687""},""region"":{""S"":""Île-de-France""},""longitude"":{""N"":""2.3008""}}","","Louvre","0","[]"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","kc9Kss1eu","asZsPztwZ","0","false","2022-06-11T12:30:33.624Z","{""en"":{""S"":""The musée d'art moderne near the Seine is one of Paris main museums.""}}","","u09t","{""zip"":{""S"":""75001""},""country"":{""S"":""France""},""iso"":{""S"":""FRA""},""city"":{""S"":""Paris""},""street"":{""S"":""11 Av. du Président""},""latitude"":{""S"":""48.8647""},""region"":{""S"":""île-de-France""},""longitude"":{""S"":""2.2972""}}","https://www.mam.paris.fr","Musée d'Art moderne","0","[]"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","lplJTEGVu","zp0OYfK9a","0","false","2022-06-11T12:33:07.986Z","{""en"":{""S"":""We think that biking can be a great way to discover the city and have fun.""}}","","u09t","{""zip"":{""S"":""75001""},""country"":{""S"":""France""},""iso"":{""S"":""FRA""},""city"":{""S"":""Paris""},""street"":{""S"":""""},""latitude"":{""S"":""48.8571""},""region"":{""S"":""île-de-France""},""longitude"":{""S"":""2.3414""}}","","Bike ride","0","[]"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","n3Y2CND3G","zp0OYfK9a","0","false","2022-06-11T12:31:45.437Z","{""en"":{""S"":""Walking around in Versailles or visiting the Park de Versailles is a great way to enjoy a French environment. As we can see it in the photo with details like perfectly cut trees.""}}","","u09t","{""zip"":{""S"":""75001""},""country"":{""S"":""France""},""iso"":{""S"":""FRA""},""city"":{""S"":""Paris""},""street"":{""S"":""Versailles""},""latitude"":{""S"":""48.8616""},""region"":{""S"":""île-de-France""},""longitude"":{""S"":""2.3478""}}","","City of Versailles","0","[]"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","vYAWPyOwb","zp0OYfK9a","0","false","2022-06-11T12:31:13.794Z","{""en"":{""S"":""The jardin d'Acclimatation is a great place to have fun both for adults and kids in a peaceful environment of Paris.""}}","","u09t","{""zip"":{""S"":""75001""},""country"":{""S"":""France""},""iso"":{""S"":""FRA""},""city"":{""S"":""Paris""},""street"":{""S"":""Av. du Mahatma Gandhi""},""latitude"":{""S"":""48.8561""},""region"":{""S"":""île-de-France""},""longitude"":{""S"":""2.2632""}}","https://www.jardindacclimatation.fr","Jardin d'Acclimatation","0","[]"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","y63kbgcic","asZsPztwZ","0","false","2022-06-11T12:27:45.194Z","{""en"":{""S"":""The fondation Louis Vuitton is a great place to go. You can admire the architecture of the building, have fun taking photos and visit the fondation's art collection.""}}","{}","u09w","{""zip"":{""S"":""75001""},""country"":{""S"":""France""},""iso"":{""S"":""FRA""},""city"":{""S"":""Paris""},""street"":{""S"":""8 Av. du Mahatma Gandhi""},""latitude"":{""S"":""48.8752""},""region"":{""S"":""île-de-France""},""longitude"":{""S"":""2.259""}}","https://www.fondationlouisvuitton.fr/en","Foundation Louis Vuitton","0","[]"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","y8UKyCHIT","asZsPztwZ","0","false","2022-06-11T12:28:42.014Z","{""en"":{""S"":""The centre Pompidou has an interesting architecture and a large art collection. It’s also a great spot to try to take some cool photos.""}}","{}","u09t","{""zip"":{""S"":""75001""},""country"":{""S"":""France""},""iso"":{""S"":""FRA""},""city"":{""S"":""Paris""},""street"":{""S"":""Place Georges-Pompidou""},""latitude"":{""S"":""48.8603""},""region"":{""S"":""île-de-France""},""longitude"":{""S"":""2.3518""}}","https://www.centrepompidou.fr/en/","Centre Pompidou","0","[]"
