"device_id","ip","model","os","os_version","platform","registration_date","user_agent"
"9238980060.1671280825592","66.249.69.39","","","","web","2022-12-17T12:40:25.592Z","""Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Googlebot/2.1; +http://www.google.com/bot.html) Chrome/108.0.5359.130 Safari/537.36"""
"8357981269.1668906360452","66.249.76.62","","","","web","2022-11-20T01:06:00.452Z","""Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Googlebot/2.1; +http://www.google.com/bot.html) Chrome/106.0.5249.119 Safari/537.36"""
"icHWSm8u7","","","ios","","","2022-10-24T21:08:06.332Z","""Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Mobile/15E148 Safari/604.1"""
"7194265122.1682324164840","44.205.2.62","","","","web","2023-04-24T08:16:04.840Z","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/99.0.4844.0 Safari/537.36"""
"2014524178.1668439132457","80.9.240.131","","","","web","2022-11-14T15:18:52.457Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"""
"6799142589.1677264673260","86.249.148.170","","","","web","2023-02-24T18:51:13.260Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36"""
"2617361914.1674092797731","149.56.150.146","","","","web","2023-01-19T01:46:37.731Z","Mozilla/5.0 (compatible; Dataprovider.com)"
"4572910079.1677688147158","66.249.79.103","","","","web","2023-03-01T16:29:07.158Z","""Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.5481.100 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
"9050733071.1668708302495","80.9.240.131","","","","web","2022-11-17T18:05:02.495Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"""
"7776787508.1670105967358","80.9.240.131","","","","web","2022-12-03T22:19:27.358Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15"""
"5344249235.1667955027450","80.9.240.131","","","","web","2022-11-09T00:50:27.450Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"""
"5106851651.1668515613367","80.9.240.131","","","","web","2022-11-15T12:33:33.367Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"""
"6333424422.1667954747602","80.9.240.131","","","","web","2022-11-09T00:45:47.602Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"""
"9148691211.1667990985779","80.9.240.131","","","","web","2022-11-09T10:49:45.779Z","""Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"""
"7925773897.1667950779789","80.9.240.131","","","","web","2022-11-08T23:39:39.789Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"""
"5133356124.1668462696155","80.9.240.131","","","","web","2022-11-14T21:51:36.155Z","""Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"""
"2689440051.1669139168008","80.9.240.131","","","","web","2022-11-22T17:46:08.008Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"""
"8742884548.1669127895156","92.184.98.116","","","","web","2022-11-22T14:38:15.156Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"""
